timestamp,open,high,low,close,volume
2024-09-16 09:30:00.076000,419.0136913511503,420.16083972785447,415.9935499117676,418.1254242322982,28101654
2024-09-16 11:00:00.955000,418.1341184059276,418.9938572143888,415.2586125991972,415.5223932018488,28692091
2024-09-16 12:30:00.092000,415.5043487704906,418.3969489833373,413.3129990834692,414.2494717641271,28333616
2024-09-16 14:00:00.085000,414.4073932661323,420.0776303648272,414.084034465305,415.6574992292861,28581843
2024-09-16 15:30:00.090000,415.64746054744427,418.8503690131187,413.7920261966617,417.7175143967126,9845488
2024-09-16 17:00:13.963000,417.7860322000021,418.5454724871357,414.6270619780392,415.18518014565575,288104
2024-09-16 18:30:05.886000,415.1542285608135,417.35942511966215,413.3528449804431,416.7363886713254,295543
2024-09-16 20:00:06.527000,416.3561857137546,417.290782717746,413.8801534897036,416.8739831924321,192355
2024-09-17 09:30:00.109000,416.8711605675353,417.8272808856695,413.5312347792755,415.663465126315,28350566
2024-09-17 11:00:00.126000,415.6688890620285,417.5012722009829,406.7780762241837,407.42518067119073,27903267
2024-09-17 12:30:00.097000,407.4342833126268,407.9172832156085,403.68647200856526,403.7054990294767,14113234
2024-09-17 14:15:33.069000,403.687537323031,417.6528736868372,403.6866799091487,408.95040289725057,23130891
2024-09-17 15:30:00.155000,408.9742049560478,417.45238345000047,407.27082494083226,411.96927816108536,9600721
2024-09-17 17:00:05.494000,412.0210649761746,412.2875236373828,403.6887068051203,403.9139895598213,263770
2024-09-17 19:15:40.542000,403.69279102912657,409.501199458556,403.69279102912657,407.88623986423846,115019
2024-09-17 20:00:11.968000,407.68231238230726,409.7161739929993,406.1893500349969,407.7182175164222,210031
2024-09-18 09:30:00.100000,407.5568542817845,414.3802400305999,406.7521757028678,412.7940336479137,28917431
2024-09-18 11:00:00.191000,412.8136863234324,417.89568537062365,412.725063067626,415.7225341204464,29000903
2024-09-18 12:30:00.118000,415.6609124298351,417.8128372519198,413.3054011110164,413.8036307628981,28617259
2024-09-18 14:00:00.192000,413.8121677871327,417.2852901637372,406.8098921683818,415.5199857552867,28264586
2024-09-18 15:30:00.200000,415.547929204177,417.8657394628472,410.1207484053162,415.648357272124,9825260
2024-09-18 17:00:02.045000,415.7972245511348,417.7131615140729,414.8510211759774,415.7774844540023,300796
2024-09-18 18:30:00.852000,415.8775802358709,416.5291460511348,412.4740031764292,413.3426713538901,308179
2024-09-18 20:00:06.629000,413.0816600106267,417.458675945696,413.030601229766,416.03110389436,206917
2024-09-19 09:30:00.205000,416.15516031151657,420.7249986421909,413.6436438304241,419.79757472164295,28063461
2024-09-19 11:00:00.833000,419.7989177381858,423.9823757807749,418.9022930356552,422.71644328505846,28321850
2024-09-19 12:30:00.849000,422.7577170494299,425.7883148744691,417.1918552126504,417.1971683699896,28216619
2024-09-19 14:00:00.264000,417.21536814469016,421.0300142286447,413.69948753108224,419.2541242706471,28442811
2024-09-19 15:30:00.259000,419.2537639205775,422.9184186166023,417.71794435472447,422.3752740948706,9706600
2024-09-19 17:00:00.771000,422.4026875140564,425.6842137162579,421.135410759416,421.6678614856791,290323
2024-09-19 18:30:00.472000,421.6392151992633,423.417287113418,415.7630469320613,419.84419860402505,275633
2024-09-19 20:00:01.004000,419.90492746178575,421.2979984569377,417.7682938322613,420.8710685478716,201131
2024-09-20 09:30:00.037000,420.90494984002174,420.90494984002174,420.90494984002174,420.90494984002174,99
2024-09-20 09:30:00.116000,420.8294946755936,426.0597214214631,420.8245796216523,425.5220070323188,28416454
2024-09-20 11:00:00.263000,425.51257262911935,430.3826994227024,424.5687373530008,428.47230366487696,28091376
2024-09-20 12:30:00.082000,428.5009051547859,432.2098939412302,426.4317720960733,429.7617782259098,28454679
2024-09-20 14:00:00.253000,429.6766569016399,432.156782766909,420.90471961723887,428.0158828839311,28333517
2024-09-20 15:30:00.168000,427.9174007528339,430.24132113926976,421.971126636396,427.6750793175783,9866427
2024-09-20 17:00:01.398000,427.7318276220351,430.2228222317943,426.41617208876494,429.4313337606776,295924
2024-09-20 18:30:01.281000,429.4272795363497,432.0306572513857,429.261240238496,431.4396308554601,301924
2024-09-20 20:00:04.042000,431.4110974297575,432.0962332681983,427.55708735239887,428.4240778684946,211676
