timestamp,open,high,low,close,volume
2024-09-16 09:30:00.076000,419.0136913511503,420.16083972785447,417.8528819432808,419.7226152021683,4835182
2024-09-16 09:45:00.110000,419.6866697091044,419.88060718563554,417.83070441451247,418.1370632798114,4757147
2024-09-16 10:00:00.116000,418.1607568562637,419.7454057329872,417.9595625128465,418.6647199187531,4661663
2024-09-16 10:15:01.573000,418.64678074223264,418.7627868470069,416.7267701141313,417.8506365673338,4509382
2024-09-16 10:30:00.144000,417.8390167561257,418.0008303392852,415.9935499117676,416.41412382837575,4711012
2024-09-16 10:45:00.236000,416.4215210698651,418.20106068075626,416.15875782737936,418.1254242322982,4627268
2024-09-16 11:00:00.955000,418.1341184059276,418.2826428239957,415.79066425006056,415.86241788775664,4689322
2024-09-16 11:15:00.166000,415.9044310778549,417.8162205707503,415.52731529390815,417.0513238692242,4963606
2024-09-16 11:30:00.077000,417.0636540817621,418.5817527794716,416.49847180998967,418.2759653962543,4782668
2024-09-16 11:45:00.124000,418.2340688353572,418.9938572143888,417.24580527981647,417.698722550056,4794801
2024-09-16 12:00:00.248000,417.7267941949073,418.55812387573815,416.2642789262815,418.0558849644778,4770752
2024-09-16 12:15:00.110000,418.0486191187397,418.3975691545818,415.2586125991972,415.5223932018488,4690942
2024-09-16 12:30:00.092000,415.5043487704906,418.3969489833373,415.10480593011744,417.9791243236456,4616164
2024-09-16 12:45:00.085000,417.94564158212273,418.2757553237239,415.8735353744671,416.4652923912882,4680076
2024-09-16 13:00:00.116000,416.468607838186,416.7906388165007,414.6524755973408,414.6563490181185,4585533
2024-09-16 13:15:00.307000,414.6601164362407,415.7935536820994,414.5145407602207,415.1955711643512,4902010
2024-09-16 13:30:01.747000,415.1943988393672,416.14410479888863,414.1024985836093,415.1348343859524,4656133
2024-09-16 13:45:00.228000,415.12742418060407,415.31501427953606,413.3129990834692,414.2494717641271,4893700
2024-09-16 14:00:00.085000,414.4073932661323,415.9884787786489,414.2383126804343,415.8229068953227,4713114
2024-09-16 14:15:00.380000,415.8446983700231,415.9041665804509,414.084034465305,414.69469154552166,4781373
2024-09-16 14:30:00.112000,414.694226705967,420.0776303648272,414.5533522554239,415.9011219417221,4793554
2024-09-16 14:45:00.079000,415.901490726968,419.86180094334514,414.997924711974,416.5269618024245,4779621
2024-09-16 15:00:00.182000,416.5097470989666,419.60410609294365,415.1246083512858,416.1085476867985,4795861
2024-09-16 15:15:00.175000,416.0478570436525,418.69999006083407,415.3145942539146,415.6574992292861,4718320
2024-09-16 15:30:00.090000,415.64746054744427,417.9536536850765,415.1417548291664,415.5124026474308,4904502
2024-09-16 15:45:00.112000,415.49024648402735,418.07356761570975,413.7920261966617,416.8440245527492,4748247
2024-09-16 16:00:05.727000,417.99155056157616,418.148365305141,415.85848709639725,415.85848709639725,45869
2024-09-16 16:15:01.083000,415.86113263256925,417.7957406787478,415.62809181083816,416.8976535159807,52100
2024-09-16 16:30:00.212000,417.04893419714665,418.55119800854686,416.5432857211025,418.158205751959,59081
